ID_country_name,ID_year,C_A1,C_SD11,C_SD12,C_SD13,C_SD14,C_A2,C_SD21,C_SD22,C_SD22A,C_SD22B,C_SD22C,C_SD22D,C_SD22E,C_SD23,C_SD23A,C_SD23B,C_SD23C,C_A3,C_SD31,C_SD32,C_SD33,C_A4,C_SD41,C_SD42,C_SD51,C_SD52,C_SD53,C_SD54
United States,2015,0.924320746016311,0.918823029169289,0.942825507071317,1,1,0.812835836520456,0.789777138676819,0.949273003762009,0.901908053450354,0.90395917251788,0.797113768108879,0.901881492376722,0.623423765442491,0.705422761619918,0.686002314000096,0.7479750525606,0.747232133273727,0.818296464525709,0.77865172630611,0.841721143959059,0.857412017259192,0.811738532582861,0.819055790082031,0.790239127537427,0.905370263719748,0.3298,0,0.941616766467066
United States,2016,0.839668888920485,0.773718209877139,0.933011223514017,0.921512872283083,1,0.791187977941546,0.763607093402226,0.944290528781989,0.885219007218972,0.924127877048129,0.791309189273559,0.895373240822417,0.621421048202148,0.701361642899003,0.684729454943185,0.747451750938572,0.738173038129318,0.822426115620026,0.77865172630611,0.840058539157637,0.850012952115649,0.791917287451218,0.783921002132189,0.79964267158795,0.85405182688422,0.5598,0,0.941616766467066
United States,2017,0.839418189645393,0.76892230602057,0.933011223514017,0.921512872283083,1,0.77862911465303,0.762861828685529,0.870506760034257,0.75468170192889,0.924127877048129,0.702820558025156,0.826116917907412,0.644179747312975,0.695558295402005,0.684644565759942,0.751180915202056,0.719213656687581,0.760145911875945,0.686297529600303,0.820796895774735,0.79268407750028,0.683527258748758,0.668267957962635,0.707018548307336,0.798643443958608,0.5598,0,0.876197604790419
United States,2018,0.829503863067966,0.757927596687745,0.927776938950123,0.921512872283083,1,0.774249663947913,0.76101247999214,0.832272634843576,0.741436797101163,0.838992770716138,0.657556729268666,0.836094574716885,0.624806514666982,0.700022621245139,0.684109670224328,0.751180915202056,0.727432205270981,0.748889173861626,0.648966704542549,0.838514879095534,0.787881240777164,0.679763174698356,0.665532343209935,0.707018548307336,0.749388726177934,0.4702,0,0.862107995065146
United States,2019,0.826859084883777,0.756436058766874,0.927776938950123,0.921512872283083,1,0.764200196619577,0.761689746252848,0.820311324170985,0.715753924068205,0.838992770716138,0.657556729268666,0.836094574716885,0.624806514666982,0.665980392066226,0.640123321840889,0.751180915202056,0.721976007529835,0.739736880084984,0.63484946147686,0.838514879095534,0.782515770662757,0.695254589266942,0.69589065490645,0.686388556692161,0.749388726177934,0.4702,0,0.862107995065146
United States,2020,0.840810788084871,0.794375547604079,0.928179576224269,0.921512872283083,1,0.770501065572906,0.776363890170772,0.791210996711908,0.741436797101163,0.770896508330204,0.657556729268666,0.709908599508403,0.617768382325178,0.658450390517107,0.630152797964317,0.750604505801296,0.735532452543453,0.735137162070349,0.624985366448747,0.800320655829882,0.803037112839897,0.713840593845189,0.712899469785532,0.707018548307336,0.782583833974808,0.617,0,0.862107995065146
